LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.325, Time: 4.692282 s
         1520114 function calls (1504981 primitive calls) in 5.733 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      195    0.001    0.000    0.001    0.000 colors.py:1110(<listcomp>)
       14    0.000    0.000    0.001    0.000 core.py:618(set_parse_action)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
     2686    0.001    0.000    0.001    0.000 util.py:189(is_consecutive)
       58    0.000    0.000    0.001    0.000 core.py:3110(parseImpl)
     5352    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
       18    0.000    0.000    0.001    0.000 core.py:269(_trim_arity)
       63    0.000    0.000    0.001    0.000 inspect.py:3232(__str__)
       14    0.000    0.000    0.001    0.000 core.py:698(<listcomp>)
       51    0.000    0.000    0.001    0.000 {method 'all' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 __init__.py:454(StrFormatStyle)
      160    0.001    0.000    0.001    0.000 shape_base.py:612(column_stack)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
     1686    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
     6374    0.001    0.000    0.001    0.000 {method '__contains__' of 'frozenset' objects}
       28    0.000    0.000    0.001    0.000 __init__.py:2081(getLogger)
      281    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
       92    0.000    0.000    0.001    0.000 typing.py:313(_remove_dups_flatten)
       86    0.000    0.000    0.001    0.000 core.py:3754(__init__)
     23/6    0.000    0.000    0.001    0.000 core.py:4607(streamline)
     2880    0.001    0.000    0.001    0.000 _parser.py:249(match)
       44    0.000    0.000    0.001    0.000 _base.py:51(__init__)
        3    0.000    0.000    0.001    0.000 __init__.py:342(__init__)
      334    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:748(find_spec)
        1    0.000    0.000    0.001    0.001 defchararray.py:1(<module>)
        1    0.000    0.000    0.001    0.001 traceback.py:220(extract_stack)
     2934    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
      680    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.001    0.001 traceback.py:375(extract)
     1418    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.001    0.001 figure.py:2360(Figure)
        1    0.000    0.000    0.001    0.001 traceback.py:397(_extract_from_extended_frame_gen)
     2512    0.001    0.000    0.001    0.000 _parser.py:160(__len__)
       11    0.000    0.000    0.001    0.000 functools.py:651(cache)
        1    0.000    0.000    0.001    0.001 _internal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
       36    0.000    0.000    0.001    0.000 traceback.py:316(line)
       52    0.001    0.000    0.001    0.000 twodim_base.py:158(eye)
       51    0.000    0.000    0.001    0.000 _methods.py:61(_all)
     4798    0.001    0.000    0.001    0.000 artist.py:1563(<genexpr>)
       41    0.000    0.000    0.001    0.000 typing.py:845(__init__)
        1    0.000    0.000    0.001    0.001 path.py:1(<module>)
       12    0.000    0.000    0.001    0.000 typing.py:1661(copy_with)
        2    0.000    0.000    0.001    0.000 linecache.py:26(getline)
       66    0.000    0.000    0.001    0.000 inspect.py:2039(_signature_bound_method)
        2    0.000    0.000    0.001    0.000 linecache.py:36(getlines)
       24    0.000    0.000    0.001    0.000 typing.py:1647(__getitem__)
        1    0.000    0.000    0.001    0.001 linecache.py:80(updatecache)
      317    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:920(find_spec)
        1    0.000    0.000    0.001    0.001 {method 'read' of '_io.TextIOWrapper' objects}
      850    0.001    0.000    0.001    0.000 colors.py:216(_is_nth_color)
       51    0.001    0.000    0.001    0.000 numeric.py:67(zeros_like)
     7667    0.001    0.000    0.001    0.000 inspect.py:2739(name)
     10/5    0.000    0.000    0.001    0.000 functools.py:981(__get__)
      243    0.001    0.000    0.001    0.000 core.py:461(__init__)
        1    0.000    0.000    0.001    0.001 _fontconfig_pattern.py:57(_make_fontconfig_parser)
       12    0.000    0.000    0.001    0.000 __init__.py:223(define_aliases)
       51    0.000    0.000    0.001    0.000 fromnumeric.py:2421(all)
        1    0.000    0.000    0.001    0.001 _triinterpolate.py:1(<module>)
        8    0.000    0.000    0.001    0.000 core.py:2928(_generateDefaultName)
        2    0.001    0.000    0.001    0.000 {built-in method _ctypes.LoadLibrary}
        1    0.001    0.001    0.001    0.001 helpers.py:643(<dictcomp>)
     6590    0.001    0.000    0.001    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.001    0.001 _globals.py:1(<module>)
        5    0.000    0.000    0.001    0.000 core.py:3099(re_match)
       45    0.000    0.000    0.001    0.000 typing.py:1572(copy_with)
       32    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.001    0.001 fnmatch.py:1(<module>)
       11    0.000    0.000    0.001    0.000 core.py:2929(charsAsStr)
     10/3    0.000    0.000    0.001    0.000 unicode.py:14(__get__)
        1    0.000    0.000    0.001    0.001 relativedelta.py:1(<module>)
        5    0.000    0.000    0.001    0.000 core.py:3089(re)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
     5729    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
       22    0.000    0.000    0.001    0.000 ast.py:33(parse)
     1574    0.001    0.000    0.001    0.000 _parser.py:286(tell)
        1    0.000    0.000    0.001    0.001 _text_helpers.py:1(<module>)
       30    0.000    0.000    0.001    0.000 pathlib.py:940(glob)
      334    0.000    0.000    0.001    0.000 __init__.py:89(find_spec)
       28    0.000    0.000    0.001    0.000 typing.py:1804(__class_getitem__)
       25    0.000    0.000    0.001    0.000 enum.py:482(__prepare__)
        1    0.001    0.001    0.001    0.001 widgets.py:4177(Lasso)
     1799    0.001    0.000    0.001    0.000 inspect.py:378(isfunction)
       10    0.000    0.000    0.001    0.000 extras.py:233(__init__)
       10    0.000    0.000    0.001    0.000 extras.py:237(getdoc)
       28    0.000    0.000    0.001    0.000 __init__.py:1327(getLogger)
       66    0.000    0.000    0.001    0.000 core.py:4540(__init__)
      337    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:198(cb)
        1    0.000    0.000    0.001    0.001 _constrained_layout.py:1(<module>)
      131    0.000    0.000    0.001    0.000 typing.py:299(_deduplicate)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
     1665    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.001    0.000 enum.py:839(_create_)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:975(exec_module)
      109    0.000    0.000    0.001    0.000 <frozen ntpath>:107(join)
      419    0.001    0.000    0.001    0.000 function_base.py:348(iterable)
      132    0.000    0.000    0.001    0.000 ast.py:430(visit_Constant)
      144    0.000    0.000    0.001    0.000 typing.py:1705(__hash__)
     6482    0.001    0.000    0.001    0.000 inspect.py:2751(kind)
      736    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:405(parent)
        1    0.000    0.000    0.001    0.001 <frozen posixpath>:1(<module>)
       13    0.000    0.000    0.001    0.000 typing.py:2857(<dictcomp>)
      539    0.000    0.000    0.001    0.000 {built-in method builtins.delattr}
      474    0.000    0.000    0.001    0.000 __init__.py:754(__getitem__)
        1    0.000    0.000    0.001    0.001 getlimits.py:162(_register_known_types)
     1302    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1030(__exit__)
        1    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.001    0.001 unicode.py:80(alphanums)
      105    0.000    0.000    0.001    0.000 __init__.py:344(wrapper)
      334    0.001    0.000    0.001    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.001    0.001 __init__.py:421(PercentStyle)
     2546    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
       13    0.001    0.000    0.001    0.000 typing.py:2856(<listcomp>)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _enums.py:1(<module>)
        6    0.000    0.000    0.001    0.000 dataclasses.py:413(_create_fn)
       30    0.001    0.000    0.001    0.000 function_base.py:24(linspace)
      252    0.001    0.000    0.001    0.000 _parser.py:369(_escape)
      825    0.000    0.000    0.001    0.000 inspect.py:755(_is_wrapper)
       21    0.000    0.000    0.001    0.000 typing.py:1563(__getitem__)
     2232    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.001    0.001 __init__.py:818(copy)
       33    0.000    0.000    0.001    0.000 typing.py:1503(copy_with)
        1    0.000    0.000    0.001    0.001 unicode.py:70(alphas)
     1289    0.001    0.000    0.001    0.000 __init__.py:683(_set)
       12    0.000    0.000    0.001    0.000 typing.py:702(Optional)
      334    0.000    0.000    0.001    0.000 typing.py:1287(__getattr__)
     1405    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
     1302    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1026(__enter__)
       51    0.000    0.000    0.001    0.000 linalg.py:159(_commonType)
     3438    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.001    0.001 _add_newdocs_scalars.py:1(<module>)
      212    0.000    0.000    0.001    0.000 _parser.py:224(__init__)
      243    0.000    0.000    0.001    0.000 inspect.py:2773(__str__)
      200    0.000    0.000    0.001    0.000 pyplot.py:164(_copy_docstring_and_deprecators)
        2    0.000    0.000    0.001    0.000 unicode.py:55(_chars_for_ranges)
       84    0.000    0.000    0.001    0.000 __init__.py:244(make_alias)
       10    0.000    0.000    0.001    0.000 deprecation.py:316(delete_parameter)
       16    0.000    0.000    0.001    0.000 core.py:1561(__or__)
      511    0.000    0.000    0.001    0.000 enum.py:79(_is_private)
   134/34    0.000    0.000    0.001    0.000 core.py:1904(__str__)
       32    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1559(__init__)
        1    0.000    0.000    0.001    0.001 TiffTags.py:1(<module>)
        1    0.000    0.000    0.001    0.001 mlab.py:1(<module>)
  225/206    0.000    0.000    0.001    0.000 _compiler.py:434(_get_literal_prefix)
       49    0.000    0.000    0.001    0.000 core.py:131(get_object_signature)
        1    0.000    0.000    0.001    0.001 arrayprint.py:1(<module>)
        1    0.000    0.000    0.001    0.001 cp1252.py:22(decode)
      281    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:599(_check_name_wrapper)
        6    0.000    0.000    0.001    0.000 getlimits.py:34(__init__)
      480    0.000    0.000    0.001    0.000 enum.py:826(__setattr__)
        1    0.001    0.001    0.001    0.001 {built-in method _codecs.charmap_decode}
        2    0.000    0.000    0.001    0.000 __init__.py:527(_get_config_or_cache_dir)
      551    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
      864    0.000    0.000    0.001    0.000 {built-in method from_bytes}
      220    0.000    0.000    0.001    0.000 _parser.py:82(opengroup)
        3    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        8    0.000    0.000    0.001    0.000 colors.py:1630(make_norm_from_scale)
        1    0.000    0.000    0.001    0.001 markers.py:1(<module>)
       26    0.000    0.000    0.001    0.000 core.py:6850(__init__)
       27    0.000    0.000    0.001    0.000 artist.py:45(allow_rasterization)
        1    0.000    0.000    0.001    0.001 artist.py:1416(ArtistInspector)
      317    0.000    0.000    0.001    0.000 function_base.py:483(_add_docstring)
     10/4    0.000    0.000    0.001    0.000 core.py:4271(streamline)
     1111    0.001    0.000    0.001    0.000 _parser.py:109(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:995(<dictcomp>)
      218    0.000    0.000    0.001    0.000 {built-in method builtins.any}
       26    0.000    0.000    0.001    0.000 core.py:6855(getdoc)
       16    0.000    0.000    0.001    0.000 typing.py:1618(__getitem__)
     2050    0.000    0.000    0.001    0.000 {built-in method nt.fspath}
      535    0.001    0.000    0.001    0.000 enum.py:745(__delattr__)
       16    0.000    0.000    0.000    0.000 core.py:4263(__init__)
      427    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
      461    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:601(matplotlib_fname)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2265(_IPv6Constants)
      791    0.000    0.000    0.000    0.000 __init__.py:703(_get)
      453    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 glob.py:13(glob)
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
      281    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       35    0.000    0.000    0.000    0.000 deprecation.py:187(finalize)
       51    0.000    0.000    0.000    0.000 shape_base.py:81(atleast_2d)
        2    0.000    0.000    0.000    0.000 glob.py:60(_iglob)
       29    0.000    0.000    0.000    0.000 core.py:5682(__init__)
       28    0.000    0.000    0.000    0.000 ipaddress.py:2189(__init__)
      714    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 ExifTags.py:294(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1276(IPv4Address)
       47    0.000    0.000    0.000    0.000 _compiler.py:384(_mk_bitmap)
     5183    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      798    0.000    0.000    0.000    0.000 __init__.py:979(<lambda>)
      339    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
       52    0.000    0.000    0.000    0.000 enum.py:939(_get_mixins_)
       33    0.000    0.000    0.000    0.000 core.py:3043(__init__)
      147    0.000    0.000    0.000    0.000 _parser.py:896(_parse_flags)
        1    0.000    0.000    0.000    0.000 glob.py:105(_glob1)
      225    0.000    0.000    0.000    0.000 <frozen ntpath>:154(splitdrive)
     1208    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
